CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
165,Germany,Male,31,26-35,125189.75,Positive Balance,2,1,Active,660,9,139874.43,0.05425829,5.425829,Low,7310.550000000001,High Value,Monitor,Standard engagement
166,Germany,Female,24,18-25,113034.22,Positive Balance,1,0,Inactive,704,7,162503.48,0.4684046,46.84046,High,5125.849999999999,Medium Value,High,Re-engagement campaign
167,Spain,Female,41,36-45,109013.23,Positive Balance,1,0,Inactive,615,9,196499.96,0.294119,29.411900000000003,Moderate,4896.25,Medium Value,Monitor,Monitor and engage
168,Spain,Female,39,36-45,0.0,Zero Balance,2,0,Inactive,667,2,40721.24,0.042692304,4.2692304,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
169,Germany,Male,24,18-25,57929.81,Positive Balance,2,0,Inactive,682,9,53134.3,0.05463626,5.463626,Low,4838.150000000001,Medium Value,Monitor,Standard engagement
170,France,Female,29,26-35,130114.39,Positive Balance,1,0,Inactive,484,4,164017.89,0.11168581,11.168581,Low,6172.35,High Value,Monitor,Standard engagement
171,Germany,Male,27,26-35,95826.49,Positive Balance,2,0,Inactive,628,5,155996.96,0.02357779,2.3577790000000003,Low,5646.65,Medium Value,Monitor,Standard engagement
172,Germany,Male,44,36-45,129608.57,Positive Balance,1,0,Inactive,480,10,5472.7,0.6345383,63.453829999999996,Very High,6134.549999999999,High Value,Critical,Priority relationship outreach
173,France,Male,30,26-35,169462.09,Positive Balance,1,0,Inactive,578,4,112187.11,0.12443499,12.443499,Low,7533.149999999999,High Value,Monitor,Standard engagement
174,France,Male,40,36-45,0.0,Zero Balance,2,1,Active,512,5,146457.83,0.022063874,2.2063874,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
175,Spain,Female,35,26-35,133868.21,Positive Balance,1,1,Active,484,7,27286.1,0.053684458,5.3684458,Low,6373.249999999999,High Value,Monitor,Standard engagement
176,France,Female,30,26-35,0.0,Zero Balance,2,1,Active,510,0,130553.47,0.019710604,1.9710604,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
177,Germany,Male,36,36-45,190479.48,Positive Balance,2,0,Inactive,606,5,179351.89,0.028037937,2.8037937,Low,9169.050000000001,High Value,Monitor,Standard engagement
178,Spain,Female,40,36-45,101993.12,Positive Balance,1,1,Active,597,8,94774.12,0.10088258,10.088258,Low,4495.849999999999,Medium Value,Monitor,Standard engagement
179,Germany,Female,55,46-55,161608.81,Positive Balance,1,0,Inactive,754,3,8080.85,0.8886871,88.86871,Very High,7390.349999999999,High Value,Critical,Priority relationship outreach
180,Spain,Female,45,36-45,122311.21,Positive Balance,1,1,Active,850,2,19482.5,0.20312324,20.312324,Moderate,5678.85,Medium Value,Monitor,Monitor and engage
181,France,Male,65,56-65,0.0,Zero Balance,2,1,Active,510,2,48071.61,0.01775485,1.775485,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
182,Germany,Female,45,36-45,162150.42,Positive Balance,2,0,Inactive,778,1,174531.27,0.24002632,24.002632,Moderate,8854.05,High Value,Medium,Proactive engagement
183,France,Male,42,36-45,0.0,Zero Balance,2,1,Active,636,2,55470.78,0.020041822,2.0041822000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
184,France,Female,50,46-55,0.0,Zero Balance,1,1,Active,804,4,8546.87,0.67182416,67.182416,Very High,2029.0500000000002,Low Value,High,Product engagement review
185,France,Male,32,26-35,0.0,Zero Balance,2,0,Inactive,514,8,95857.18,0.0124786,1.24786,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
186,France,Female,39,36-45,99010.67,Positive Balance,1,0,Inactive,730,1,194945.8,0.21863346,21.863346,Moderate,4354.45,Medium Value,Monitor,Monitor and engage
187,Spain,Female,37,36-45,0.0,Zero Balance,1,1,Active,525,0,131521.72,0.33498612,33.498612,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
188,Spain,Male,30,26-35,0.0,Zero Balance,2,1,Active,616,5,196108.51,0.021299107,2.1299107,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
189,Germany,Female,34,26-35,111388.18,Positive Balance,2,0,Inactive,687,7,148564.76,0.11189051,11.189051,Low,6484.55,High Value,Monitor,Standard engagement
190,France,Female,41,36-45,56214.85,Positive Balance,2,0,Inactive,715,8,92982.61,0.15896633,15.896633,Low,4824.15,Medium Value,Monitor,Standard engagement
191,France,Female,36,36-45,84327.77,Positive Balance,2,0,Inactive,512,3,17675.36,0.08664258,8.664258,Low,5277.05,Medium Value,Monitor,Standard engagement
192,France,Male,40,36-45,0.0,Zero Balance,2,0,Inactive,479,1,114996.43,0.034372233,3.4372233000000003,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
193,France,Male,32,26-35,93012.89,Positive Balance,1,0,Inactive,601,8,86957.42,0.06893162,6.893162,Low,4094.749999999999,Medium Value,Monitor,Standard engagement
194,Spain,Male,29,26-35,61710.44,Positive Balance,2,0,Inactive,580,9,128077.8,0.06033314,6.033314,Low,4871.049999999999,Medium Value,Monitor,Standard engagement
195,France,Male,35,26-35,174790.15,Positive Balance,1,1,Active,807,3,600.36,0.0512402,5.12402,Low,7596.149999999999,High Value,Monitor,Standard engagement
196,Spain,Female,32,26-35,0.0,Zero Balance,2,1,Active,616,6,43001.46,0.02462247,2.462247,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
197,Germany,Male,37,36-45,107720.64,Positive Balance,1,1,Active,721,3,158591.12,0.19956988,19.956988,Low,4811.549999999999,Medium Value,Monitor,Standard engagement
198,France,Male,57,56-65,0.0,Zero Balance,2,1,Active,501,10,47847.19,0.021627875,2.1627875000000003,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
199,France,Male,35,26-35,96423.84,Positive Balance,1,0,Inactive,521,6,10488.44,0.10720244,10.720244,Low,4224.95,Medium Value,Monitor,Standard engagement
200,Spain,Male,30,26-35,141040.01,Positive Balance,1,1,Active,850,2,5978.2,0.054136313,5.4136313,Low,6720.45,High Value,Monitor,Standard engagement
201,France,Male,42,36-45,105420.18,Positive Balance,1,1,Active,759,4,121409.06,0.1286375,12.86375,Low,4688.349999999999,Medium Value,Monitor,Standard engagement
202,Spain,Male,50,46-55,0.0,Zero Balance,1,1,Active,516,5,146145.93,0.5807374,58.073739999999994,High,2029.0500000000002,Low Value,Medium,Product engagement review
203,France,Female,38,36-45,129022.06,Positive Balance,2,1,Active,711,2,14374.86,0.10125986,10.125986,Low,7552.749999999999,High Value,Monitor,Standard engagement
204,Spain,Male,33,26-35,176666.62,Positive Balance,1,0,Inactive,512,3,94670.77,0.16710787,16.710787,Low,7619.95,High Value,Monitor,Standard engagement
205,France,Male,37,36-45,0.0,Zero Balance,1,1,Active,550,3,179670.31,0.2614474,26.14474,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
206,Spain,Female,41,36-45,89763.84,Positive Balance,1,0,Inactive,608,3,199304.74,0.43363094,43.363094000000004,High,3977.8499999999995,Medium Value,High,Re-engagement campaign
207,France,Male,34,26-35,134954.53,Positive Balance,1,1,Active,618,5,151954.39,0.04930841,4.930841,Low,6425.049999999999,High Value,Monitor,Standard engagement
208,France,Male,45,36-45,0.0,Zero Balance,1,0,Inactive,643,5,142513.5,0.47080228,47.080228000000005,High,2029.0500000000002,Low Value,Medium,Re-engagement campaign
209,France,Male,45,36-45,106376.85,Positive Balance,1,1,Active,671,2,158264.62,0.08571377,8.571377,Low,4740.849999999999,Medium Value,Monitor,Standard engagement
210,Germany,Male,33,26-35,161814.64,Positive Balance,2,0,Inactive,689,2,169381.9,0.03215147,3.215147,Low,8849.15,High Value,Monitor,Standard engagement
211,France,Male,31,26-35,0.0,Zero Balance,2,1,Active,603,8,169915.02,0.016657759,1.6657759,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
212,France,Female,41,36-45,0.0,Zero Balance,2,0,Inactive,620,9,88852.47,0.050532993,5.0532993,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
213,France,Female,34,26-35,63095.01,Positive Balance,1,1,Active,676,1,40645.81,0.06318387,6.318387,Low,3435.349999999999,Low Value,Monitor,Standard engagement
214,Germany,Male,26,26-35,118287.01,Positive Balance,2,0,Inactive,572,4,60427.3,0.07129316,7.129315999999999,Low,6890.55,High Value,Monitor,Standard engagement
215,Germany,Male,47,46-55,106854.21,Positive Balance,1,1,Active,668,7,157959.02,0.509596,50.9596,High,4766.749999999999,Medium Value,High,Product engagement review
216,France,Male,46,46-55,49512.55,Positive Balance,1,0,Inactive,695,7,133007.34,0.4741979,47.41979,High,3346.4499999999994,Low Value,Medium,Re-engagement campaign
217,Spain,Female,33,26-35,0.0,Zero Balance,2,0,Inactive,730,9,176576.62,0.06414007,6.414007,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
218,France,Male,43,36-45,105799.32,Positive Balance,2,0,Inactive,807,1,34888.04,0.07525302,7.525302,Low,6159.049999999999,High Value,Monitor,Standard engagement
219,France,Male,54,46-55,0.0,Zero Balance,1,1,Active,592,8,28737.71,0.47809276,47.809276,High,2029.0500000000002,Low Value,Medium,Product engagement review
220,France,Female,31,26-35,114722.05,Positive Balance,2,1,Active,726,9,98178.57,0.040484928,4.0484928,Low,6677.75,High Value,Monitor,Standard engagement
221,Spain,Male,30,26-35,0.0,Zero Balance,1,1,Active,514,7,125010.24,0.077660084,7.7660084000000005,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
222,France,Male,42,36-45,0.0,Zero Balance,2,1,Active,567,2,167984.61,0.013712662,1.3712662,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
223,France,Male,33,26-35,0.0,Zero Balance,1,0,Inactive,850,10,4861.72,0.14931728,14.931728,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
224,Germany,Male,45,36-45,99564.22,Positive Balance,1,1,Active,671,6,108872.45,0.33033472,33.033472,Moderate,4378.949999999999,Medium Value,Monitor,Monitor and engage
225,France,Male,37,36-45,170557.91,Positive Balance,2,0,Inactive,670,4,198252.88,0.030694595,3.0694595000000002,Low,9001.75,High Value,Monitor,Standard engagement
226,France,Female,30,26-35,0.0,Zero Balance,2,1,Active,694,9,26960.31,0.014424745,1.4424744999999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
227,Germany,Female,39,36-45,74596.15,Positive Balance,3,1,Active,547,6,85746.52,0.7872662,78.72662,Very High,5764.650000000001,Medium Value,High,Targeted retention outreach
228,Germany,Male,50,46-55,96888.39,Positive Balance,1,0,Inactive,751,2,77206.25,0.83249265,83.249265,Very High,4247.349999999999,Medium Value,High,Re-engagement campaign
229,Germany,Female,29,26-35,130830.22,Positive Balance,1,0,Inactive,594,3,61048.53,0.34930313,34.930313,Moderate,6208.049999999999,High Value,Medium,Proactive engagement
230,France,Male,72,66+,0.0,Zero Balance,2,1,Active,673,1,111981.19,0.0076177013,0.7617701299999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
231,France,Male,40,36-45,0.0,Zero Balance,2,0,Inactive,610,0,62232.6,0.047083877,4.7083877,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
232,France,Female,37,36-45,0.0,Zero Balance,2,1,Active,512,1,156105.03,0.05379479,5.379479,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
233,Germany,Male,20,18-25,119714.25,Positive Balance,2,1,Active,767,3,150135.38,0.031385764,3.1385764,Low,6972.449999999999,High Value,Monitor,Standard engagement
234,France,Female,67,66+,113978.97,Positive Balance,2,1,Active,585,5,93146.11,0.10084454,10.084454,Low,6635.049999999999,High Value,Monitor,Standard engagement
235,Germany,Male,42,36-45,100160.75,Positive Balance,1,0,Inactive,763,6,33462.94,0.5387075,53.87075,High,4411.15,Medium Value,High,Re-engagement campaign
236,France,Female,29,26-35,0.0,Zero Balance,1,1,Active,712,2,144375.0,0.10621302,10.621302,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
237,Germany,Female,43,36-45,116220.5,Positive Balance,3,0,Inactive,539,3,55803.96,0.97973263,97.973263,Very High,7492.25,High Value,Critical,Priority relationship outreach
238,France,Female,46,46-55,0.0,Zero Balance,3,0,Inactive,668,2,89048.46,0.8789207,87.89207,Very High,4208.549999999999,Medium Value,High,Re-engagement campaign
239,France,Male,28,26-35,81173.83,Positive Balance,2,1,Active,703,2,162812.16,0.012888311,1.2888311,Low,5186.05,Medium Value,Monitor,Standard engagement
240,Spain,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,662,4,136259.65,0.024713464,2.4713464000000003,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
241,Germany,Female,39,36-45,116803.8,Positive Balance,1,0,Inactive,725,5,124052.97,0.5396341,53.96341,High,5350.55,Medium Value,High,Re-engagement campaign
242,France,Male,37,36-45,105961.68,Positive Balance,2,1,Active,703,8,74158.8,0.034354117,3.4354117000000004,Low,6164.650000000001,High Value,Monitor,Standard engagement
243,Germany,Male,67,66+,117411.6,Positive Balance,1,1,Active,659,6,45071.09,0.1872504,18.72504,Low,5388.35,Medium Value,Monitor,Standard engagement
244,Spain,Male,34,26-35,0.0,Zero Balance,2,0,Inactive,523,7,62030.06,0.022864392,2.2864392000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
245,France,Female,40,36-45,123497.58,Positive Balance,1,0,Inactive,635,10,131953.23,0.31211993,31.211993,Moderate,5752.349999999999,Medium Value,Monitor,Monitor and engage
246,Germany,Male,26,26-35,152400.51,Positive Balance,2,0,Inactive,772,7,79414.0,0.01850868,1.850868,Low,8617.449999999999,High Value,Monitor,Standard engagement
247,France,Female,26,26-35,0.0,Zero Balance,2,1,Active,545,1,199638.56,0.009771042,0.9771042000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
248,Germany,Male,24,18-25,103097.85,Positive Balance,1,1,Active,634,8,157577.29,0.10432892,10.432892,Low,4559.549999999999,Medium Value,Monitor,Standard engagement
249,Germany,Male,54,46-55,126418.14,Positive Balance,1,0,Inactive,739,8,134420.75,0.9107103,91.07103,Very High,5932.950000000001,Medium Value,High,Re-engagement campaign
250,Germany,Female,36,36-45,77846.9,Positive Balance,1,0,Inactive,771,5,99805.99,0.208607,20.860699999999998,Moderate,3650.9500000000003,Medium Value,Monitor,Monitor and engage
251,Spain,Female,34,26-35,0.0,Zero Balance,2,1,Active,587,1,97932.68,0.019877512,1.9877512,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
252,France,Female,79,66+,0.0,Zero Balance,2,1,Active,681,0,170968.99,0.004612967,0.4612967,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
253,Germany,Male,37,36-45,79731.91,Positive Balance,1,1,Active,544,2,57558.95,0.11004832,11.004832,Low,3695.7499999999995,Medium Value,Monitor,Standard engagement
254,Spain,Male,28,26-35,0.0,Zero Balance,1,0,Inactive,696,8,176713.47,0.19148052,19.148052,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
255,Spain,Male,41,36-45,0.0,Zero Balance,2,1,Active,766,0,34283.23,0.046620592,4.6620592,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
256,France,Male,34,26-35,0.0,Zero Balance,2,1,Active,727,10,198637.34,0.026433187,2.6433187,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
257,Germany,Female,34,26-35,37266.67,Positive Balance,2,0,Inactive,671,6,156917.12,0.02692823,2.692823,Low,4760.45,Medium Value,Monitor,Standard engagement
258,France,Female,30,26-35,127992.25,Positive Balance,1,1,Active,693,6,50457.2,0.07436275,7.436275,Low,6038.65,High Value,Monitor,Standard engagement
259,Germany,Male,38,36-45,54901.01,Positive Balance,1,1,Active,850,3,140075.55,0.06277563,6.277563,Low,3366.7499999999995,Low Value,Monitor,Standard engagement
260,Germany,Male,42,36-45,108748.08,Positive Balance,2,1,Active,732,9,65323.11,0.17691314,17.691314,Low,6331.95,High Value,Monitor,Standard engagement
261,Spain,Female,48,46-55,99906.19,Positive Balance,1,0,Inactive,726,6,64323.24,0.49699625,49.699625,High,4399.949999999999,Medium Value,High,Re-engagement campaign
262,France,Female,32,26-35,184686.41,Positive Balance,2,0,Inactive,557,6,14956.44,0.18022986,18.022986,Low,9131.95,High Value,Monitor,Standard engagement
263,France,Female,26,26-35,110654.02,Positive Balance,1,1,Active,682,0,111879.21,0.038426466,3.8426466,Low,4986.55,Medium Value,Monitor,Standard engagement
264,Spain,Male,31,26-35,79019.8,Positive Balance,1,1,Active,738,9,18606.23,0.040259697,4.0259697,Low,3674.7499999999995,Medium Value,Monitor,Standard engagement
265,Spain,Female,36,36-45,99240.51,Positive Balance,1,0,Inactive,531,9,123137.01,0.13610594,13.610594,Low,4367.749999999999,Medium Value,Monitor,Standard engagement
266,France,Male,34,26-35,0.0,Zero Balance,2,1,Active,498,2,148528.24,0.0091669625,0.91669625,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
267,France,Male,36,36-45,0.0,Zero Balance,2,0,Inactive,651,7,13898.31,0.016334182,1.6334182,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
268,Spain,Female,39,36-45,0.0,Zero Balance,1,0,Inactive,549,7,81259.25,0.2940904,29.409039999999997,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
269,Germany,Female,35,26-35,52436.2,Positive Balance,1,0,Inactive,791,7,161051.75,0.17759645,17.759645,Low,3356.95,Low Value,Monitor,Standard engagement
270,Spain,Male,41,36-45,0.0,Zero Balance,2,1,Active,650,9,191599.67,0.03564798,3.564798,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
271,Germany,Male,34,26-35,100337.96,Positive Balance,3,0,Inactive,733,3,48559.19,0.91958755,91.958755,Very High,6599.75,High Value,Critical,Priority relationship outreach
272,Germany,Female,34,26-35,149297.19,Positive Balance,2,1,Active,811,1,186339.74,0.015458182,1.5458182,Low,8514.550000000001,High Value,Monitor,Standard engagement
273,France,Male,30,26-35,0.0,Zero Balance,2,0,Inactive,707,8,33159.37,0.009460446,0.9460446000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
274,Germany,Male,28,26-35,145605.44,Positive Balance,1,1,Active,712,4,93883.53,0.12986414,12.986413999999998,Low,6918.549999999999,High Value,Monitor,Standard engagement
275,Spain,Female,37,36-45,0.0,Zero Balance,2,1,Active,706,7,110899.3,0.02551674,2.5516739999999998,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
276,France,Male,62,56-65,0.0,Zero Balance,1,1,Active,756,3,11199.04,0.44215453,44.215453,High,2029.0500000000002,Low Value,Medium,Product engagement review
277,France,Female,53,46-55,0.0,Zero Balance,2,0,Inactive,777,10,189992.97,0.32728213,32.728213000000004,Moderate,3480.1499999999996,Low Value,Monitor,Monitor and engage
278,France,Male,35,26-35,84026.86,Positive Balance,1,1,Active,646,6,164255.69,0.046415705,4.6415705,Low,3819.649999999999,Medium Value,Monitor,Standard engagement
279,France,Male,46,46-55,0.0,Zero Balance,1,0,Inactive,714,1,152167.79,0.5160497,51.604969999999994,High,2029.0500000000002,Low Value,Medium,Re-engagement campaign
